id,name,created_at,updated_at,external_id
3df3c697-a127-47a9-b1d2-b4593cd4759b,User,2026-07-02 08:08:30.388135+00:00,2026-07-02 08:56:43.274000+00:00,
2d8f314c-ea3f-4665-b0e3-1760b676091e,Super Admin,2026-07-02 08:08:30.388135+00:00,2026-07-02 08:56:43.274000+00:00,
4dbe5036-e464-45b1-8d25-6d4e08b4f5a6,None,2023-06-17 18:02:10+00:00,2023-06-17 18:02:10+00:00,1
cd9b9cf9-9905-44b3-8f58-494b88619d90,Branch Manager,2023-06-17 18:02:10+00:00,2023-06-17 18:02:10+00:00,2
c522f09a-423f-4785-bee8-5150d738407b,Accuracy Checker,2023-06-17 18:02:10+00:00,2023-06-17 18:02:10+00:00,3
f4316c06-5ac9-4a8b-a720-5e344e43adc9,Superintendent,2023-06-17 18:02:10+00:00,2023-06-17 18:02:10+00:00,4
23d709e3-e435-488a-bf97-bd78c85ea174,Locum,2023-06-17 18:02:10+00:00,2023-06-17 18:02:10+00:00,5
3e745a21-f11b-48d9-8406-3a73a988bf5d,Relief,2023-06-17 18:02:10+00:00,2023-06-17 18:02:10+00:00,6
9f4045e1-f2bf-4362-980b-30c25cc8fc68,Independent Prescriber,2023-06-17 18:02:10+00:00,2023-06-17 18:02:10+00:00,7
