id,name,company_id,created_at,updated_at
4de0a5c1-ff74-4758-8735-904c5dd6ace7,Super Admin,3cc751f3-d4da-4aad-a7d3-42411c243134,2026-07-02 08:08:30.835083+00:00,2026-07-02 08:08:30.835083+00:00
